:egg: Cook	8f17ae0b-e983-4f8c-af20-d7d85dedb4c4	habit	2019-01-23 03:13:58	2.9253562257358428	2.78333105977	1.86363636364	0.036	2.85042196886
:egg: Cook	8f17ae0b-e983-4f8c-af20-d7d85dedb4c4	habit	2019-02-05 14:44:21	1	2.9241	1.86363636364	0.036	2.99119090909
:necktie: Phone call	5ff460f4-3fae-40af-9658-f4ef82304fdb	habit	2019-01-09 15:00:02	1.48726896031426	1.92521008907	1.86363636364	0.036	1.99230099816
:fountain: Wishing Well (Steel)	8683c2c3-24ee-42c6-8016-b869d72e39f0	habit	2019-01-30 17:01:19	3.853133245658556	0.181195891045	1.86363636364	0.036	0.248286800136
:fountain: Wishing Well (Steel)	8683c2c3-24ee-42c6-8016-b869d72e39f0	habit	2019-01-31 14:55:48	2.8783961533793683	0.185778831603	1.86363636364	0.036	0.252869740694
:fountain: Wishing Well (Bronze)	6eec05ba-85ba-4e81-b762-053821a68fc8	habit	2019-01-30 17:01:12	2.9253562257358428	1.85555403985	1.86363636364	0.036	1.92264494894
:fountain: Wishing Well (Silver)	7887ed39-6082-4aa1-8efc-3fbd9a054af2	habit	2019-01-30 17:01:06	1.9747	2.85196867721	1.86363636364	0.036	2.9190595863
:fountain: Wishing Well (Gold)	f203c7fb-907a-493e-b485-7486e7ea72c6	habit	2019-01-30 17:00:57	1	3.8988	1.86363636364	0.036	3.96589090909
:egg: Grocery shopping	7b84e140-2881-4d87-937e-afdbb93d39f3	habit	2019-01-23 03:14:06	1	3.8988	1.86363636364	0.036	3.96589090909
:egg: Grocery shopping	7b84e140-2881-4d87-937e-afdbb93d39f3	habit	2019-01-29 16:10:04	1	3.8988	1.86363636364	0.036	3.96589090909
:egg: Grocery shopping	7b84e140-2881-4d87-937e-afdbb93d39f3	habit	2019-02-05 14:44:19	1	3.8988	1.86363636364	0.036	3.96589090909
:egg: Make shopping list	4d56e39d-81fb-4a82-becb-219a7d4cc025	habit	2019-01-23 03:14:07	1	1.9494	1.86363636364	0.036	2.01649090909
:egg: Make shopping list	4d56e39d-81fb-4a82-becb-219a7d4cc025	habit	2019-01-27 16:45:10	1	1.9494	1.86363636364	0.036	2.01649090909
:egg: Put groceries away	9a70c4ab-7883-4555-9659-067a16a5dde2	habit	2019-01-23 03:14:00	1	1.9494	1.86363636364	0.036	2.01649090909
Text Becca	dc2a1d37-e5fa-4aa3-a121-54c4b3e61d0e	daily	2019-01-10 14:05:02	0	2.0	1.86363636364	0.036	2.06709090909
Text Becca	dc2a1d37-e5fa-4aa3-a121-54c4b3e61d0e	daily	2019-01-11 16:42:42	0	2.0	1.86363636364	0.036	2.06709090909
Text Becca	dc2a1d37-e5fa-4aa3-a121-54c4b3e61d0e	daily	2019-01-12 17:21:34	0	2.0	1.86363636364	0.036	2.06709090909
Text Becca	dc2a1d37-e5fa-4aa3-a121-54c4b3e61d0e	daily	2019-01-14 14:31:14	-1	2.05191340925	1.86363636364	0.036	2.11900431835
Text Becca	dc2a1d37-e5fa-4aa3-a121-54c4b3e61d0e	daily	2019-01-15 14:15:51	-1	2.05191340925	1.86363636364	0.036	2.11900431835
Text Becca	dc2a1d37-e5fa-4aa3-a121-54c4b3e61d0e	daily	2019-01-16 14:59:06	-1	2.05191340925	1.86363636364	0.036	2.11900431835
